timestamp,intended_timestamp,snapshot_date,snapshot_weekday,session_label,expiry,nq_price,qqq_price,gamma_flip,gamma_regime,vol_regime,iv,rv_iv_ratio,hv5,hv10,hv21,hv63,strike_futures,strike_etf,dist_nq,dist_pct,net_gex,abs_gex,net_vex,net_charmex,net_dex,net_dag,net_vegaex,total_oi,call_oi,put_oi,strike_iv,score,type
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,28872.58,710.0,-1391.1699999999983,-4.596819627442066,-6240368.84,9371545.36,46815965.39,43782369.49,65235650.720000006,248.531186,8019.38,5968,997,4971,62.46999999999999,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,28872.58,710.0,-1391.1699999999983,-4.596819627442066,-3403231.58,3467038.6399999997,59293620.24,1996790.21,-3707991.4200000004,-22.553383000000004,10299.369999999999,1389,13,1376,27.107660187185026,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,28913.25,711.0,-1350.5,-4.462434430630705,-2255011.0700000003,2268083.59,16872524.0,10280149.129999999,-1817077.82,-7.203716,1888.14,1388,4,1384,60.77000000000001,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,28913.25,711.0,-1350.5,-4.462434430630705,-312802.82,338897.48000000004,5360813.46,189268.00999999998,-83540.45000000001,-0.5711299999999997,992.6899999999999,128,5,123,26.731015625,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,28953.91,712.0,-1309.8400000000001,-4.328082276651109,-4452298.100000001,4472776.28,33195310.46,19650401.46,-3622205.46,-14.996735999999999,3622.34,2621,6,2615,59.12,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,28953.91,712.0,-1309.8400000000001,-4.328082276651109,-531139.13,614460.7100000001,8929245.28,332443.56,289956.65,1.8709509999999998,1777.68,218,15,203,26.40211009174312,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,28994.58,713.0,-1269.1699999999983,-4.193697079839737,-5760343.2,5767498.899999999,42754657.74,24536479.36,-4973325.4399999995,-21.585041,4543.96,3224,2,3222,57.51,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,28994.58,713.0,-1269.1699999999983,-4.193697079839737,-1154876.95,1184464.93,18980728.18,620147.03,-1233204.15,-9.097163,3398.6,392,5,387,26.185408163265308,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29035.24,714.0,-1228.5099999999984,-4.059344925860141,-11377391.29,11437640.73,85947280.38,47080570.86,-8346792.279999999,-35.141040000000004,8568.64,6522,16,6506,54.69309107635695,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29035.24,714.0,-1228.5099999999984,-4.059344925860141,-1560226.51,1572845.11,25143743.88,796124.23,-1983645.03,-15.501787,4454.83,489,2,487,25.848568507157466,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29075.91,715.0,-1187.8400000000001,-3.92495972904878,-7909786.459999999,11137358.44,59685967.39999999,44296836.01,51231709.63,249.94907199999997,8138.37,5957,811,5146,53.33290078898774,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29075.91,715.0,-1187.8400000000001,-3.92495972904878,-3799983.15,3867301.4099999997,60006797.839999996,1890326.73,-4497616.0,-37.446602999999996,10804.179999999998,1130,10,1120,25.49716814159292,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29116.57,716.0,-1147.1800000000003,-3.7906075750691848,-3874405.4699999997,3937771.71,28689870.04,15115112.06,-2057037.67,-9.724079,2807.5699999999997,1963,15,1948,52.047030056036675,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29116.57,716.0,-1147.1800000000003,-3.7906075750691848,-855336.59,977517.87,13190303.94,460841.39,-62036.29000000004,-0.7147760000000005,2695.9199999999996,268,17,251,25.169701492537314,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29157.24,717.0,-1106.5099999999984,-3.656222378257811,-6766465.75,6910607.23,49745447.22,25569118.32,-3057584.45,-15.090878000000002,4785.0,3245,32,3213,50.5497627118644,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29157.24,717.0,-1106.5099999999984,-3.656222378257811,-1110555.66,1202681.74,16675257.04,546106.44,-753461.1399999999,-7.281890000000001,3286.38,308,12,296,24.934805194805197,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29197.9,718.0,-1065.8499999999985,-3.521870224278216,-4348765.26,4758925.0600000005,31124937.77,16946547.19,2548801.89,15.125392000000002,3257.79,1991,85,1906,49.9772576594676,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29197.9,718.0,-1065.8499999999985,-3.521870224278216,-1847321.23,2191882.65,27051832.82,957345.97,120811.93000000017,0.7836669999999977,5906.92,527,42,485,24.591309297912716,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29238.57,719.0,-1025.1800000000003,-3.387485027466855,-23319867.509999998,23449717.75,166268907.57,80268527.72999999,-16147497.96,-98.109923,15488.35,9328,25,9303,48.211581260720415,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29238.57,719.0,-1025.1800000000003,-3.387485027466855,-904601.2899999999,930908.15,12871802.92,390460.43,-1066998.59,-11.568079000000001,2487.77,209,3,206,24.38397129186603,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29279.24,720.0,-984.5099999999984,-3.2530998306554824,-16233595.45,17368429.31,114577660.37,57054320.59,1979583.1600000001,16.885326000000006,11134.05,6429,202,6227,46.792936693109354,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29279.24,720.0,-984.5099999999984,-3.2530998306554824,-4026682.77,4542262.33,55601621.86,1826743.04,-2236175.53,-26.417358,11990.7,956,55,901,24.085836820083685,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29319.9,721.0,-943.8499999999985,-3.1187476766758864,-6067673.94,6324144.12,41812261.3,19900356.77,-1614970.48,-11.303002,3975.56,2111,42,2069,45.88716248223591,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29319.9,721.0,-943.8499999999985,-3.1187476766758864,-2144704.63,2184788.45,28683776.599999998,840891.59,-2783267.35,-34.360187,5718.03,430,4,426,23.88553488372093,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29360.57,722.0,-903.1800000000003,-2.9843624798645254,-28976865.22,29277011.9,196007648.18,88090597.49,-18315010.87,-145.181793,17927.07,8932,45,8887,44.701662561576356,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29360.57,722.0,-903.1800000000003,-2.9843624798645254,-8145983.76,8199536.140000001,105470520.89,3014543.63,-11285141.96,-148.436638,21215.600000000002,1513,5,1508,23.608446794448113,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29401.23,723.0,-862.5200000000004,-2.85001032588493,-8619192.76,9124324.479999999,57166229.800000004,26197444.23,-1535509.1399999997,-12.649197000000001,5440.63,2535,69,2466,43.529254437869824,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29401.23,723.0,-862.5200000000004,-2.85001032588493,-969354.2100000001,1209668.9300000002,12000623.5,423870.93000000005,-183672.16999999993,-2.831337999999999,3107.0299999999997,209,21,188,23.437703349282295,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29441.9,724.0,-821.8499999999985,-2.7156251290735565,-6436804.859999999,6743580.74,41190582.79,18432245.42,-2156624.31,-21.581584999999997,3965.81,1655,38,1617,42.9254078549849,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29441.9,724.0,-821.8499999999985,-2.7156251290735565,-1865026.97,2060555.95,22283067.1,686568.32,-1822810.91,-27.454708000000004,5242.89,334,16,318,23.21982035928144,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29482.56,725.0,-781.1899999999987,-2.5812729750939614,-23234833.95,25497408.01,148959336.11,66203843.07,902776.549999997,17.363438000000002,14253.49,5934,253,5681,40.80751937984497,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29482.56,725.0,-781.1899999999987,-2.5812729750939614,-10502024.56,11532287.44,120830885.6,3644594.54,-11136353.48,-177.953939,28976.690000000002,1757,79,1678,22.92437108708025,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29523.23,726.0,-740.5200000000004,-2.4468877782826004,-10050091.270000001,10607222.15,60873599.230000004,26079458.11,-3577976.82,-44.038059000000004,5931.23,2113,56,2057,40.82390440132513,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29523.23,726.0,-740.5200000000004,-2.4468877782826004,-951344.1300000001,1410207.05,10369327.3,421471.2,344742.81000000006,5.666463999999998,3509.88,202,33,169,22.708910891089108,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29563.89,727.0,-699.8600000000006,-2.312535624303005,-30053517.69,44952883.510000005,175642688.78,104359987.41999999,67026602.45,899.1257929999999,24537.960000000003,8015,1341,6674,39.84980661260137,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29563.89,727.0,-699.8600000000006,-2.312535624303005,-1900719.09,3189176.6100000003,19573186.339999996,898441.58,1608630.44,28.759080999999995,7881.15,430,87,343,22.546116279069768,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29604.56,728.0,-659.1899999999987,-2.1781504274916315,-12429018.74,15828028.26,69582826.35,34575808.57,8655904.39,127.65066999999999,8486.46,2499,273,2226,39.138823529411766,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29604.56,728.0,-659.1899999999987,-2.1781504274916315,2318850.31,9212763.67,-24854881.510000005,2438929.58,40614300.080000006,776.233113,22103.84,1170,732,438,21.897128205128205,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29645.23,729.0,-618.5200000000004,-2.043765230680271,-17609862.61,21765427.79,94649442.76,44568504.919999994,6007858.209999999,97.56659699999997,11402.47,3062,297,2765,38.24471260613977,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29645.23,729.0,-618.5200000000004,-2.043765230680271,-1923854.5499999998,2476030.4699999997,18160543.26,612898.73,-1427308.32,-28.691940000000002,5979.139999999999,297,33,264,22.03777777777778,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29685.89,730.0,-577.8600000000006,-1.909413076700675,-52215177.25,65861400.989999995,257598549.32,125823500.42999999,12897819.090000004,204.57527499999992,34783.63,8022,866,7156,38.54488905509847,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29685.89,730.0,-577.8600000000006,-1.909413076700675,-74956089.09,82319179.85,674873981.18,18973909.990000002,-99685280.4,-2131.724771,195955.75,9325,415,8910,21.71774798927614,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29726.56,731.0,-537.1899999999987,-1.7750278798893022,-24639495.0,25847906.939999998,119801475.45,45866209.449999996,-14538323.04,-320.205202,13014.880000000001,2863,68,2795,36.75194900454069,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29726.56,731.0,-537.1899999999987,-1.7750278798893022,-4566068.24,5411041.34,38386655.12,1154828.35,-5444890.459999999,-122.413542,12799.84,581,45,536,21.58430292598967,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29767.22,732.0,-496.52999999999884,-1.6406757259097067,-41964082.56,46134444.08,191424352.04999998,75571447.12,-20226967.610000003,-505.00942599999996,22836.54,4534,208,4326,36.135959417732685,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29767.22,732.0,-496.52999999999884,-1.6406757259097067,-1319005.4200000002,3420984.9000000004,10090211.98,671944.92,2246585.92,55.21058199999999,7981.99,348,106,242,21.292011494252872,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29807.89,733.0,-455.8600000000006,-1.5062905290983455,-62842141.239999995,69421014.36,268725978.34999996,104265345.97,-32945252.490000002,-918.656235,33632.19,6080,291,5789,35.36500986842105,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29807.89,733.0,-455.8600000000006,-1.5062905290983455,-2519074.75,3730843.51,18463140.709999997,669460.38,-1934749.5699999998,-47.77439199999999,8584.619999999999,360,58,302,20.993944444444445,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29848.55,734.0,-415.2000000000007,-1.3719383751187502,-65651735.69,72599014.75,258333156.02,99155434.3,-38759624.0,-1208.671441,34756.7,5668,273,5395,34.94979357798165,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29848.55,734.0,-415.2000000000007,-1.3719383751187502,2562986.7699999996,8260993.77,-18478346.069999997,1342186.52,22581157.49,604.175613,18768.67,758,493,265,20.739195250659627,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29889.22,735.0,-374.52999999999884,-1.2375531783073772,-156306454.93,190948778.39,571341549.1,234896808.18,-66251208.64999999,-2297.7125360000005,88601.73999999999,13366,1213,12153,33.87195271584618,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29889.22,735.0,-374.52999999999884,-1.2375531783073772,-6450373.83,21083149.130000003,38028983.45999999,3066849.8200000003,10019342.559999995,292.796685,47820.26,1856,636,1220,20.697543103448275,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29929.89,736.0,-333.8600000000006,-1.103167981496016,-43660485.4,53393654.339999996,142130254.0,58425822.13,-23452147.259999998,-895.7667569999999,24691.2,3369,305,3064,33.76054021964975,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29929.89,736.0,-333.8600000000006,-1.103167981496016,-31966758.76,39153859.5,176297873.44,5030889.149999999,-49452366.730000004,-1405.8159699999999,88496.09,3315,299,3016,20.62949019607843,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29970.55,737.0,-293.2000000000007,-0.9688158275164206,-51238374.31,61874334.89,149786577.76999998,59324942.68,-32757251.669999998,-1380.1740530000002,28005.75,3533,300,3233,33.04131050099066,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,29970.55,737.0,-293.2000000000007,-0.9688158275164206,-1632772.6800000002,5137143.4399999995,8129053.51,573701.91,979253.8700000001,30.808166999999997,11289.77,412,140,272,20.049029126213593,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,30011.22,738.0,-252.52999999999884,-0.8344306307050476,-39683482.57,74758213.91,99702308.85,61563651.05,-2183542.559999995,-50.697361,33149.45,3886,897,2989,32.37376479670612,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,30011.22,738.0,-252.52999999999884,-0.8344306307050476,-1298461.7399999998,8493815.94,5958249.560000002,805449.8999999999,4717082.549999999,146.35386499999998,18325.489999999998,651,277,374,19.69084485407066,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,30051.88,739.0,-211.86999999999898,-0.700078476725452,-33985199.809999995,60361622.93,72350806.81,41543906.54,-12770180.280000001,-589.0633499999999,26471.46,2893,617,2276,32.02155893536122,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,30051.88,739.0,-211.86999999999898,-0.700078476725452,5876330.619999999,19100827.119999997,-22871569.319999997,1487138.21,31481832.939999998,1036.528381,41549.32,1435,930,505,19.85411149825784,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,30092.55,740.0,-171.20000000000073,-0.565693279914091,-173258337.91,275994713.35,302076328.05,152669654.05,-119285530.96000001,-6174.169752999999,119842.79000000001,12332,2221,10111,31.709232079143693,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,30092.55,740.0,-171.20000000000073,-0.565693279914091,-70629105.64,95246600.54,220737667.0,5817392.7,-125046129.23,-4229.381219,202421.13999999998,6851,890,5961,19.396888045540795,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,30133.21,741.0,-130.54000000000087,-0.4313411259344955,-364023386.56,434458813.18,488451922.48999995,181628816.54,-379887326.21999997,-21280.229643,189480.52,18527,1424,17103,31.848592324715273,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,30133.21,741.0,-130.54000000000087,-0.4313411259344955,5505386.81,17673244.57,-13669266.059999999,780578.42,23365562.480000004,812.4821769999999,37772.18,1254,817,437,19.505909090909093,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,30173.88,742.0,-89.86999999999898,-0.2969559291231225,-15433871.099999994,170866476.78,10685148.489999995,48495015.11,26012583.83,1970.5652739999996,71090.76,6722,2978,3744,30.388884260636715,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,30173.88,742.0,-89.86999999999898,-0.2969559291231225,-554468.0700000003,17938986.73,601613.3800000008,490188.94,4928293.75,187.44242499999996,38223.25,1251,600,651,19.442949640287768,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,30214.54,743.0,-49.20999999999913,-0.16260377514352692,-143376450.91000003,277923164.01,70374125.03,41360462.62,-171964420.21999997,-9882.029288,118472.22,10909,2479,8430,31.155984049867083,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-08,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,30214.54,743.0,-49.20999999999913,-0.16260377514352692,-5734617.27,15986182.93,5627135.159999999,167444.47,-11412403.5,-381.70813100000004,34166.0,1107,348,759,19.503956639566393,,
2026-06-04T08:05:44 ET,2026-06-04T08:05:00 ET,2026-06-04,Thu,0805ET,2026-06-04,30263.75,744.21,30246.9,NEAR_FLIP,EXPANSION,,,5.83,10.06,15.19,18.43,30255.21,744.0,-8.540000000000873,-0.02821857833216595,47543646.86999999,215710578.32999998,-6019444.600000001,3189573.23,61345324.95999999,4875.952671999999,88626.86,8071,4739,3332,30.061352992194276,,
